z,E_LCDM,D_growth,fsigma8_ref,U_struct,d_H,d_S,d_V,d_R,Gamma_H,Gamma_V,Gamma_R,CCI_v02_norm,CCI_v03_norm,F_struct_v03,curvature_log_CCI_v03
0.5233853007,1.341129082,0.7611398451,0.4742142314,0.2758872708,0.2758523979,0.2758872708,0.4680734192,0.3719629086,0.7837897249,0.6811648429,0.7288826788,2.650204604,2.669755981,1.993688762,0.9307049437
0.5277282851,1.344685405,0.7594737947,0.4740212258,0.2781213559,0.2798345179,0.2781213559,0.4809669414,0.3804007297,0.7813510153,0.6752345188,0.7244273192,2.672001517,2.699426178,2.029379103,0.4319610945
0.5320712695,1.348252543,0.7578131077,0.4738225183,0.280351866,0.2839228013,0.280351866,0.4940791692,0.3890009853,0.7788630274,0.6693085752,0.7199418939,2.693937143,2.729448247,2.065686507,-0.05890043226
0.5364142539,1.35183047,0.7561577752,0.473618183,0.2825787552,0.2881157174,0.2825787552,0.507374677,0.3977451972,0.7763277681,0.663405068,0.7154379797,2.716011917,2.759800994,2.102547516,-0.5382514764
0.5407572383,1.355419156,0.754507788,0.4734082937,0.2848019783,0.2924109865,0.2848019783,0.5208174792,0.4066142328,0.7737476781,0.6575411012,0.7109269739,2.738226275,2.790462754,2.139895927,-1.002925234
0.5451002227,1.359018573,0.7528631368,0.4731929235,0.2870214905,0.2968055036,0.2870214905,0.5343713143,0.4155884089,0.7711256601,0.6517327264,0.7064200255,2.760580651,2.821411565,2.177663085,-1.450207371
0.5494432071,1.362628694,0.751223812,0.472972145,0.289237248,0.3012952624,0.289237248,0.5479999218,0.4246475921,0.7684651046,0.6459948647,0.7019279754,2.783075475,2.852625331,2.215778169,-1.877819907
0.5537861915,1.366249489,0.7495898039,0.47274603,0.2914492075,0.3058752811,0.2914492075,0.5616673112,0.4337712961,0.7657699127,0.6403412512,0.6974613055,2.805711179,2.884081975,2.254168465,-2.283900063
0.5581291759,1.369880931,0.7479611024,0.47251465,0.2936573261,0.3105395304,0.2936573261,0.575338021,0.4429387757,0.7630445147,0.6347843997,0.6930300972,2.828488191,2.915759575,2.29275963,-2.666975712
0.5624721604,1.373522992,0.7463376974,0.4722780758,0.2958615619,0.3152808669,0.2958615619,0.5889773663,0.4521291166,0.7602938849,0.6293355848,0.6886439977,2.851406938,2.947636493,2.331475946,-3.02593855
0.5668151448,1.377175644,0.7447195785,0.4720363776,0.2980618733,0.3200909738,0.2980618733,0.6025516724,0.4613213231,0.7575235494,0.62400484,0.6843121935,2.874467845,2.979691492,2.370240576,-3.36001572
0.5711581292,1.380838858,0.7431067352,0.471789625,0.3002582196,0.3249603091,0.3002582196,0.6160284927,0.4704944009,0.7547395897,0.6188009707,0.6800433918,2.897671337,3.011903837,2.4089758,-3.668740296
0.5755011136,1.384512607,0.7414991568,0.4715378871,0.3024505605,0.3298780669,0.3024505605,0.6293768088,0.4796274379,0.7519486372,0.613731578,0.6758458071,2.921017836,3.044253386,2.447603265,-3.95192086
0.579844098,1.388196862,0.7398968323,0.4712812324,0.3046388565,0.3348321516,0.3046388565,0.6425672114,0.4886996815,0.7491578614,0.6088030938,0.6717271539,2.944507762,3.076720672,2.486044224,-4.209610335
0.5841870824,1.391891597,0.7382997507,0.4710197288,0.3068230686,0.3398091696,0.3068230686,0.6555720586,0.4976906141,0.7463749485,0.6040208246,0.6676946431,2.968141535,3.109286969,2.524219782,-4.44207422
0.5885300668,1.395596783,0.7367079007,0.4707534435,0.3090031584,0.3447944396,0.3090031584,0.6683656125,0.5065800261,0.7436080716,0.5993890023,0.6637549833,2.991919572,3.141934348,2.562051154,-4.649758446
0.5928730512,1.399312392,0.7351212709,0.4704824433,0.3111790881,0.3497720266,0.3111790881,0.6809241502,0.5153480884,0.7408658502,0.5949108411,0.6599143838,3.015842288,3.174645728,2.599459934,-4.833257177
0.5972160356,1.403038398,0.7335398499,0.4702067944,0.3133508208,0.3547247993,0.3133508208,0.6932260508,0.523975425,0.7381572999,0.5905885983,0.6561785601,3.039910099,3.207404909,2.636368374,-4.993280971
0.60155902,1.406774771,0.7319636257,0.4699265623,0.3155183197,0.359634516,0.3155183197,0.7052518563,0.5324431862,0.7354917724,0.5864236396,0.65255274,3.064123417,3.240196606,2.6726997,-5.130625859
0.6059020045,1.410521486,0.7303925866,0.469641812,0.3176815491,0.3644819387,0.3176815491,0.716984308,0.5407331234,0.7328788836,0.5824165051,0.6490416704,3.088482654,3.273006472,2.708378446,-5.246143936
0.6102449889,1.414278514,0.7288267206,0.469352608,0.3198404735,0.3692469785,0.3198404735,0.7284083577,0.5488276681,0.7303284328,0.5785669778,0.645649623,3.112988218,3.305821113,2.743330823,-5.340716168
0.6145879733,1.418045828,0.7272660154,0.469059014,0.3219950583,0.3739088723,0.3219950583,0.7395111553,0.5567100138,0.727850311,0.5748741518,0.6423803991,3.137640517,3.338628102,2.777485119,-5.415228063
0.6189309577,1.421823401,0.7257104589,0.4687610933,0.3241452694,0.37844639,0.3241452694,0.7502820147,0.5643642023,0.7254544009,0.5713364998,0.6392373327,3.162439959,3.37141599,2.81077215,-5.470548876
0.6232739421,1.425611205,0.7241600385,0.4684589087,0.326291073,0.3828380731,0.326291073,0.7607123592,0.5717752162,0.7231504682,0.5679519399,0.6362232905,3.187386948,3.404174316,2.843125734,-5.50751488
0.6276169265,1.429409213,0.7226147418,0.4681525223,0.3284324365,0.3870625002,0.3284324365,0.7707956487,0.5789290745,0.7209480466,0.5647179,0.6333406713,3.212481887,3.43689361,2.87448321,-5.526917159
0.6319599109,1.433217398,0.7210745559,0.4678419955,0.3305693272,0.3910985772,0.3305693272,0.7805272908,0.585812934,0.7188563172,0.5616313803,0.6305914011,3.237725179,3.469565404,2.904785989,-5.529494165
0.6363028953,1.437035734,0.7195394682,0.4675273894,0.3327017136,0.3949258484,0.3327017136,0.7899045386,0.5924151935,0.7168839843,0.558689013,0.6279769272,3.263117222,3.502182238,2.93398013,-5.51592913
0.6406458797,1.440864192,0.7180094657,0.4672087644,0.3348295643,0.3985248213,0.3348295643,0.7989263777,0.5987255995,0.7150391504,0.5558871182,0.6254982095,3.288658416,3.534737671,2.962016928,-5.486852179
0.6449888641,1.444702747,0.7164845354,0.4668861803,0.3369528487,0.4018772985,0.3369528487,0.8075934044,0.6047353515,0.7133291915,0.5532217575,0.6231557117,3.314349158,3.567226288,2.988853516,-5.442846801
0.6493318486,1.448551372,0.714964664,0.4665596964,0.3390715369,0.404966711,0.3390715369,0.8159076983,0.6104372047,0.7117606361,0.5506887828,0.6209493901,3.340189843,3.599643711,3.014453442,-5.3844601
0.653674833,1.452410038,0.7134498384,0.4662293714,0.3411855991,0.4077784415,0.3411855991,0.8238726907,0.6158255661,0.7103390495,0.5482838825,0.6188786841,3.366180865,3.631986613,3.038787235,-5.312216084
0.6580178174,1.456278721,0.7119400452,0.4658952635,0.3432950066,0.4103001311,0.3432950066,0.8314930316,0.6208965813,0.7090689265,0.5460026234,0.6169425067,3.392322617,3.664252723,3.061832916,-5.226631087
0.6623608018,1.460157394,0.7104352708,0.4655574303,0.345399731,0.4125219597,0.345399731,0.8387744575,0.6256482086,0.7079535954,0.5438404889,0.6151392378,3.418615489,3.696440836,3.083576449,-5.128230303
0.6667037862,1.464046029,0.7089355018,0.4652159289,0.3474997445,0.4144368925,0.3474997445,0.8457236606,0.6300802765,0.7069951338,0.5417929137,0.6134667196,3.44505987,3.72855082,3.104012117,-5.017564384
0.6710467706,1.4679446,0.7074407245,0.4648708156,0.3495950197,0.4160408824,0.3495950197,0.8523481621,0.6341945222,0.7061943002,0.5398553147,0.6119222567,3.471656149,3.760583613,3.123142793,-4.895225036
0.675389755,1.471853082,0.7059509251,0.4645221465,0.35168553,0.4173330251,0.35168553,0.8586561901,0.6379946076,0.7055504827,0.5380231187,0.6105026203,3.498404712,3.792541222,3.140980108,-4.761858632
0.6797327394,1.475771447,0.7044660898,0.4641699769,0.3537712492,0.4183156585,0.3537712492,0.8646565637,0.6414861111,0.7050616652,0.5362917866,0.609204058,3.525305942,3.824426712,3.1575445,-4.618176992
0.6840757238,1.47969967,0.7029862046,0.4638143617,0.3558521518,0.4189944049,0.3558521518,0.870358583,0.6446764939,0.7047244137,0.5346568348,0.6080223094,3.552360225,3.856244188,3.172865122,-4.464964645
0.6884187082,1.483637725,0.7015112556,0.4634553552,0.3579282125,0.4193781525,0.3579282125,0.8757719273,0.6475750399,0.7045338821,0.5331138533,0.6069526278,3.57956794,3.887998766,3.186979633,-4.303082113
0.6927616927,1.487585584,0.7000412287,0.4630930112,0.3599994069,0.4194789788,0.3599994069,0.8809065603,0.6501927696,0.7044838387,0.531658521,0.6059898082,3.606929468,3.91969654,3.199933851,-4.133465006
0.6971046771,1.491543224,0.6985761096,0.4627273828,0.362065711,0.4193120161,0.362065711,0.8857726436,0.6525423298,0.7045667117,0.5302866193,0.6051282209,3.634445189,3.95134454,3.211781281,-3.957118932
0.7014476615,1.495510616,0.6971158843,0.4623585227,0.3641271012,0.4188952641,0.3641271012,0.8903804573,0.6546378607,0.704773654,0.5289940425,0.6043618509,3.662115478,3.982950674,3.222582537,-3.775110514
0.7057906459,1.499487737,0.6956605382,0.4619864831,0.3661835546,0.4182493565,0.3661835546,0.8947403294,0.656494843,0.7050946263,0.5277768064,0.6036843424,3.689940712,4.014523673,3.232404652,-3.588554965
0.7101336303,1.503474559,0.6942100572,0.4616113157,0.3682350488,0.4173972869,0.3682350488,0.8988625724,0.6581299296,0.7055184945,0.5266310551,0.6030890476,3.717921265,4.046073017,3.24132032,-3.398600879
0.7144766147,1.507471059,0.6927644266,0.4612330714,0.3702815617,0.4163641037,0.3702815617,0.9027574271,0.6595607654,0.7060331432,0.5255530662,0.6025690778,3.746057509,4.077608864,3.249407061,-3.206413011
0.7188195991,1.511477208,0.6913236321,0.4608518009,0.372323072,0.4151765832,0.372323072,0.9064350138,0.6608057985,0.7066255985,0.524539254,0.6021173583,3.774349816,4.109141967,3.256746352,-3.013153871
0.7231625835,1.515492984,0.6898876591,0.4604675543,0.3743595588,0.4138628884,0.3743595588,0.9099052899,0.6618840892,0.7072821617,0.5235861722,0.6017266827,3.802798555,4.140683592,3.263422737,-2.819965008
0.7275055679,1.519518359,0.6884564928,0.4600803809,0.3763910016,0.4124522245,0.3763910016,0.9131780143,0.6628151194,0.7079885483,0.5226905142,0.6013897687,3.831404095,4.17224543,3.269522936,-2.627948786
0.7318485523,1.523553309,0.6870301187,0.4596903299,0.3784173805,0.4109744983,0.3784173805,0.9162627163,0.6636186073,0.708730031,0.5218491136,0.6010993118,3.860166803,4.203839511,3.275134971,-2.438151391
0.7361915367,1.527597809,0.6856085221,0.4592974498,0.3804386762,0.4094599899,0.3804386762,0.9191686714,0.6643143307,0.7094915834,0.5210589433,0.6008480379,3.889087043,4.235478118,3.280347338,-2.251547707
0.7405345212,1.531651833,0.684191688,0.4589017884,0.3824548696,0.4079390428,0.3824548696,0.9219048808,0.6649219618,0.7102580222,0.5203171135,0.6006287519,3.91816518,4.267173703,3.285248223,-2.069028521
0.7448775056,1.535715357,0.6827796018,0.4585033934,0.3844659423,0.4064417792,0.3844659423,0.9244800557,0.6654609175,0.7110141456,0.5196208696,0.600434384,3.947401576,4.298938808,3.289924792,-1.891390409
0.74922049,1.539788355,0.6813722485,0.4581023117,0.3864718764,0.4049978429,0.3864718764,0.9269026058,0.6659502243,0.711744865,0.5189675892,0.6002580302,3.976796592,4.330785987,3.294462553,-1.719328474
0.7535634744,1.543870803,0.6799696131,0.4576985897,0.3884726545,0.4036361749,0.3884726545,0.9291806307,0.6664084028,0.712435329,0.5183547793,0.6000929894,4.006350587,4.362727741,3.298944798,-1.553431973
0.7579064588,1.547962676,0.6785716809,0.4572922735,0.3904682593,0.4023848217,0.3904682593,0.9313219149,0.6668533683,0.7130710376,0.5177800719,0.5999327949,4.036063921,4.39477645,3.303452139,-1.394182752
0.7622494432,1.552063949,0.6771784366,0.4568834085,0.3924586746,0.4012707785,0.3924586746,0.9333339256,0.6673023521,0.7136379459,0.5172412208,0.5997712405,4.065936949,4.426944323,3.30806212,-1.241956278
0.7665924276,1.556174598,0.6757898654,0.4564720397,0.3944438841,0.4003198647,0.3944438841,0.9352238124,0.6677718385,0.7141225553,0.5167360972,0.5996024018,4.095970027,4.459243345,3.312848921,-1.097025
0.770935412,1.560294597,0.674405952,0.4560582116,0.3964238722,0.3995566337,0.3964238722,0.9369984093,0.6682775215,0.7145119932,0.5162626852,0.5994206522,4.126163508,4.491685239,3.317883144,-0.9595637015
0.7752783964,1.564423924,0.6730266815,0.4556419683,0.3983986238,0.3990043119,0.3983986238,0.9386642388,0.6688342754,0.71479408,0.5158190779,0.5992206744,4.156517746,4.524281431,3.323231669,-0.8296564708
0.7796213808,1.568562553,0.6716520386,0.4552233533,0.4003681243,0.3986847659,0.4003681243,0.9402275169,0.6694561414,0.7149573831,0.5154034727,0.598997467,4.187033091,4.557043025,3.328957589,-0.7073049186
0.7839643653,1.57271046,0.6702820083,0.4548024096,0.4023323593,0.3986184954,0.4023323593,0.9416941596,0.6701563275,0.7149912598,0.5150141669,0.598746347,4.217709894,4.589980782,3.335120201,-0.5924372616
0.7883073497,1.576867622,0.6689165753,0.4543791799,0.404291315,0.3988246475,0.404291315,0.9430697906,0.670947219,0.7148858878,0.5146495534,0.5984629488,4.248548502,4.623105109,3.341775054,-0.4849179296
0.7926503341,1.581034013,0.6675557243,0.4539537062,0.4062449781,0.3993210501,0.4062449781,0.9443597492,0.6718403996,0.7146322854,0.5143081163,0.59814322,4.279549262,4.656426052,3.348974042,-0.3845573776
0.7969933185,1.585209611,0.6661994402,0.4535260303,0.4081933356,0.4001242611,0.4081933356,0.9455690995,0.6728466803,0.7142223214,0.5139884264,0.5977834142,4.310712521,4.689953291,3.356765538,-0.2911218287
0.8013363029,1.589394391,0.6648477077,0.4530961933,0.4101363751,0.4012496296,0.4101363751,0.94670264,0.6739761348,0.7136487168,0.5136891374,0.5973800816,4.342038621,4.723696143,3.365194558,-0.2043427169
0.8056792873,1.59358833,0.6635005115,0.4526642359,0.4120740844,0.402711367,0.4120740844,0.9477649129,0.6752381399,0.7129050377,0.5134089814,0.596930058,4.373527908,4.757663571,3.374302947,-0.1239256444
0.8100222717,1.597791403,0.6621578363,0.4522301985,0.414006452,0.4045226248,0.414006452,0.948760214,0.6766414194,0.7119856828,0.5131467652,0.5964304522,4.40518072,4.791864189,3.384129587,-0.04955871386
0.8143652561,1.602003587,0.6608196668,0.4517941207,0.4159334665,0.4066955769,0.4159334665,0.9496926034,0.6781940902,0.7108858636,0.5129013662,0.5958786328,4.4369974,4.82630628,3.394710606,0.01907986702
0.8187082405,1.60622486,0.6594859876,0.4513560421,0.4178551173,0.4092415037,0.4178551173,0.950565915,0.6799037094,0.7096015817,0.5126717289,0.5952722138,4.468978286,4.860997799,3.406079603,0.08231496925
0.8230512249,1.610455197,0.6581567834,0.4509160016,0.4197713938,0.4121708768,0.4197713938,0.9513837668,0.6817773218,0.7081296013,0.5124568611,0.5946090407,4.501123716,4.895946401,3.418267865,0.1404685482
0.8273942094,1.614694575,0.6568320389,0.4504740375,0.421682286,0.4154934415,0.421682286,0.9521495705,0.683821506,0.7064674202,0.5122558308,0.5938871765,4.533434025,4.931159444,3.431304585,0.1938544751
0.8317371938,1.61894297,0.6555117387,0.450030188,0.4235877845,0.4192182975,0.4235877845,0.9528665419,0.6860424197,0.704613238,0.5120677622,0.5931048877,4.565909549,4.966644014,3.445217071,0.2427741781
0.8360801782,1.623200361,0.6541958673,0.4495844907,0.42548788,0.4233539742,0.42548788,0.9535377099,0.688445842,0.702565924,0.5118918334,0.5922606311,4.598550622,5.002406936,3.460030945,0.2875130605
0.8404231626,1.627466723,0.6528844095,0.4491369827,0.4273825637,0.4279085023,0.4273825637,0.9541659259,0.6910372141,0.7003249847,0.5117272729,0.5913530416,4.631357575,5.038454788,3.475770329,0.3283376497
0.844766147,1.631742034,0.6515773498,0.4486877007,0.4292718271,0.4328894788,0.4292718271,0.9547538733,0.693821676,0.6978905315,0.5115733565,0.5903809203,4.66433074,5.074793921,3.492458019,0.3654934254
0.8491091314,1.636026271,0.6502746729,0.4482366812,0.4311556623,0.438304126,0.4311556623,0.9553040755,0.6968041007,0.6952632492,0.511429405,0.5893432245,4.697470447,5.111430464,3.510115639,0.3992032661
0.8534521158,1.640319411,0.6489763633,0.44778396,0.4330340616,0.4441593437,0.4330340616,0.955818905,0.6999891243,0.6924443652,0.5112947817,0.5882390574,4.730777024,5.148370342,3.528763786,0.4296664551
0.8577951002,1.644621432,0.6476824056,0.4473295726,0.4349070178,0.4504617548,0.4349070178,0.9563005911,0.703381173,0.6894356206,0.5111688891,0.5870676604,4.764250798,5.185619281,3.548422146,0.4570581842
0.8621380846,1.648932311,0.6463927845,0.446873554,0.4367745239,0.4572177434,0.4367745239,0.9567512282,0.7069844858,0.6862392422,0.5110511677,0.5858284058,4.797892096,5.223182819,3.569109605,0.4815294944
0.866481069,1.653252025,0.6451074846,0.4464159389,0.4386365735,0.4644334859,0.4386365735,0.9571727825,0.7108031342,0.6828579171,0.5109410927,0.5845207903,4.831701242,5.261066311,3.590844336,0.503207597
0.8708240535,1.657580552,0.6438264905,0.4459567615,0.4404931603,0.4721149754,0.4404931603,0.9575670999,0.7148410377,0.6792947675,0.5108381726,0.5831444303,4.865678559,5.299274934,3.613643864,0.5221965194
0.8751670379,1.661917871,0.6425497867,0.4454960558,0.4423442786,0.4802680383,0.4423442786,0.9579359123,0.7191019753,0.6755533283,0.510741947,0.5816990582,4.899824371,5.337813688,3.637525125,0.5385780251
0.8795100223,1.666263958,0.641277358,0.4450338551,0.444189923,0.4888983447,0.444189923,0.9582808443,0.7235895945,0.6716375255,0.5106519848,0.5801845191,4.934138998,5.376687396,3.662504498,0.5524127582
0.8838530067,1.670618791,0.6400091889,0.4445701924,0.4460300883,0.4980114122,0.4460300883,0.9586034191,0.7283074157,0.6675516567,0.5105678823,0.5786007691,4.968622759,5.415900703,3.688597823,0.5637415687
0.8881959911,1.674982349,0.6387452641,0.4441051005,0.4478647698,0.5076126027,0.4478647698,0.9589050646,0.7332588336,0.6633003719,0.5104892616,0.5769478745,5.003275974,5.455458073,3.715820407,0.5725869737
0.8925389755,1.67935461,0.6374855682,0.4436386116,0.4496939631,0.5177071133,0.4496939631,0.9591871187,0.738447116,0.6588886559,0.5104157691,0.5752260111,5.03809896,5.495363779,3.744187009,0.5789547155
0.8968819599,1.683735552,0.6362300858,0.4431707575,0.4515176641,0.5282999615,0.4515176641,0.9594508343,0.7438753979,0.6543218119,0.510347074,0.5734354652,5.073092033,5.535621903,3.773711811,0.5828353752
0.9012249443,1.688125153,0.6349788018,0.4427015698,0.4533358692,0.5393959644,0.4533358692,0.9596973844,0.7495466744,0.6496054447,0.5102828671,0.5715766345,5.108255508,5.576236316,3.804408382,0.584206004
0.9055679287,1.692523391,0.6337317006,0.4422310795,0.4551485749,0.5509997121,0.4551485749,0.9599278665,0.7554637893,0.6447454453,0.5102228593,0.5696500299,5.143589699,5.617210678,3.836289616,0.5830317308
0.9099109131,1.696930245,0.632488767,0.4417593174,0.4569557783,0.5631155369,0.4569557783,0.9601433065,0.7616294217,0.6397479754,0.5101667805,0.5676562776,5.179094919,5.658548415,3.869367665,0.5792673052
0.9142538976,1.701345694,0.6312499858,0.4412863139,0.4587574764,0.5757474764,0.4587574764,0.9603446628,0.7680460696,0.634619452,0.5101143788,0.5655961217,5.214771479,5.700252713,3.903653861,0.5728585308
0.918596882,1.705769715,0.6300153415,0.4408120989,0.460553667,0.5888992324,0.460553667,0.9605328296,0.774716031,0.6293665323,0.5100654194,0.5634704271,5.250619689,5.742326495,3.939158618,0.5637435405
0.9229398664,1.710202289,0.6287848191,0.4403367021,0.462344348,0.6025741254,0.462344348,0.9607086398,0.7816413826,0.6239960974,0.5100196835,0.5612801823,5.286639859,5.784772411,3.975891331,0.5518538567
0.9272828508,1.714643393,0.6275584031,0.4398601527,0.4641295175,0.616775044,0.4641295175,0.9608728677,0.7888239558,0.6185152373,0.5099769682,0.5590265027,5.322832297,5.827592814,4.013860254,0.5371151739
0.9316258352,1.719093007,0.6263360785,0.4393824797,0.4659091741,0.6315043905,0.4659091741,0.9610262309,0.7962653107,0.6129312344,0.5099370851,0.556710634,5.35919731,5.87078974,4.05307238,0.5194477854
0.9359688196,1.723551109,0.62511783,0.4389037115,0.4676833165,0.6467640222,0.4676833165,0.9611693918,0.803966707,0.607251547,0.5098998609,0.5543339554,5.395735203,5.914364894,4.093533292,0.498766564
0.940311804,1.72801768,0.6239036423,0.4384238764,0.469451944,0.6625551881,0.469451944,0.9613029582,0.8119290731,0.6014837926,0.5098651362,0.5518979826,5.432446281,5.958319618,4.13524702,0.4749803801
0.9446547884,1.732492697,0.6226935004,0.4379430023,0.471215056,0.6788784618,0.471215056,0.9614274834,0.8201529726,0.5956357311,0.5098327664,0.5494043715,5.469330848,6.002654874,4.178215877,0.4479908148
0.9489977728,1.73697614,0.6214873891,0.4374611165,0.4729726521,0.6957336696,0.4729726521,0.9615434644,0.828638567,0.5897152471,0.5098026213,0.5468549215,5.506389206,6.047371218,4.222440282,0.4176899833
0.9533407572,1.741467988,0.6202852933,0.4369782464,0.4747247324,0.7131198143,0.4747247324,0.9616513394,0.8373855768,0.5837303332,0.5097745863,0.5442515782,5.543621656,6.092468769,4.267918571,0.383957229
0.9576837416,1.745968222,0.6190871978,0.4364944186,0.4764712972,0.7310349942,0.4764712972,0.961751483,0.8463932386,0.5776890724,0.5097485633,0.5415964374,5.581028499,6.137947184,4.314646796,0.3466543708
0.9620267261,1.75047682,0.6178930876,0.4360096597,0.478212347,0.7494763162,0.478212347,0.9618441994,0.8556602578,0.5715996214,0.5097244727,0.538891748,5.618610034,6.183805622,4.362618508,0.3056190832
0.9663697105,1.754993763,0.6167029477,0.4355239958,0.4799478827,0.7684398046,0.4799478827,0.961929712,0.8651847583,0.5654701943,0.5097022558,0.5361399162,5.65636656,6.23004271,4.411824509,0.2606558399
0.9707126949,1.759519029,0.615516763,0.4350374528,0.4816779054,0.7879203025,0.4816779054,0.9620081489,0.8749642257,0.5593090467,0.509681879,0.5333435093,5.694298372,6.2766565,4.462252603,0.2115236479
0.9750556793,1.764052599,0.6143345185,0.4345500561,0.4834024165,0.8079113664,0.4834024165,0.9620795225,0.8849954444,0.5531244609,0.5096633386,0.5305052609,5.732405767,6.32364442,4.513887299,0.1579195167
0.9793986637,1.768594453,0.6131561993,0.4340618309,0.4851214177,0.8284051544,0.4851214177,0.9621437021,0.8952744283,0.5469247325,0.509646668,0.527628076,5.77068904,6.371003221,4.566709498,0.09945620892
0.9837416481,1.77314457,0.6119817904,0.4335728021,0.4868349109,0.8493923044,0.4868349109,0.9622003756,0.90579634,0.5407181579,0.5096319481,0.5247150385,5.809148485,6.418728901,4.620696137,0.03563226573
0.9880846325,1.777702931,0.610811277,0.4330829941,0.4885428983,0.8708618038,0.4885428983,0.9622489976,0.9165554007,0.5345130239,0.5096193201,0.5217694201,5.847784395,6.466816626,4.675819786,-0.03420847462
0.9924276169,1.782269517,0.609644644,0.4325924312,0.4902453823,0.8928008489,0.4902453823,0.9622887184,0.9275447836,0.5283175991,0.5096090043,0.5187946908,5.886597061,6.515260619,4.73204819,-0.1109317346
0.9967706013,1.786844306,0.6084818767,0.4321011374,0.4919423656,0.9151946925,0.4919423656,0.9623182874,0.93875649,0.522140127,0.5096013253,0.5157945339,5.925586774,6.564054026,4.789343741,-0.1956874227
1.001113586,1.79142728,0.6073229603,0.4316091362,0.4936338511,0.9380264799,0.4936338511,0.9623359217,0.9501812008,0.5159888218,0.5095967459,0.5127728642,5.964753824,6.613188736,4.847662858,-0.2900115542
